20110611   2455724.56650 17.996  0.004   20.003  0.015   18.780  0.006  
20110614   2455727.49864 18.283  0.005   20.310  0.020   19.048  0.008  
20110623   2455736.57008 17.976  0.004   20.028  0.016   18.736  0.006  
20110626   2455739.46819 17.941  0.004   19.945  0.017   18.709  0.006  
20110629   2455742.50661 999.    999.    999.    999.    999.    999.   
20110705   2455748.57539 18.168  0.005   20.185  0.023   18.918  0.008  
20110714   2455757.53256 18.073  0.004   20.148  0.015   18.827  0.006  
20110722   2455765.54368 18.037  0.004   20.058  0.019   18.815  0.007  
20110725   2455768.52965 18.049  0.004   20.066  0.018   18.827  0.007  
20110803   2455777.48819 18.140  0.005   20.147  0.021   18.918  0.008  
20110810   2455784.48561 17.994  0.004   20.036  0.019   18.744  0.007  
20111220   2455916.84420 999.    999.    999.    999.    999.    999.   
20111224   2455920.84505 18.242  0.004   20.306  0.013   18.983  0.005  
20111228   2455924.84383 17.987  0.003   20.043  0.012   18.783  0.005  
20120107   2455934.82168
20120107   2455934.82168 18.060  0.003   20.128  0.008   18.807  0.004  
20120115   2455942.81744 18.102  0.003   20.137  0.008   18.847  0.004  
20120118   2455945.77312 18.153  0.003   20.228  0.008   18.901  0.004  
20120121   2455948.80819 18.108  0.003   20.161  0.008   18.849  0.004  
20120125   2455952.80288 18.063  0.003   20.121  0.007   18.828  0.004  
20120128   2455955.78917 18.117  0.003   20.145  0.008   18.870  0.004  
20120201   2455959.76900 18.112  0.003   20.175  0.008   18.887  0.004  
20120206   2455964.73484 18.144  0.003   20.218  0.008   18.923  0.004  
20120211   2455969.78035 18.199  0.003   20.275  0.008   18.917  0.004  
20120214   2455972.79086 18.129  0.003   20.222  0.009   18.867  0.004  
20120217   2455975.78598 18.230  0.003   20.257  0.008   18.954  0.004  
20120221   2455979.77327 18.105  0.003   20.217  0.008   18.889  0.004  
20120311   2455998.63185 17.822  0.003   19.897  0.007   18.613  0.004  
20120315   2456002.68588 17.838  0.003   19.935  0.009   18.640  0.004  
20120318   2456005.73079 17.778  0.003   19.848  0.008   18.576  0.004  
20120321   2456008.65441 17.825  0.003   19.885  0.008   18.590  0.004  
20120324   2456011.67662 17.782  0.003   19.876  0.009   18.598  0.004  
20120327   2456014.56978 17.802  0.003   19.889  0.008   18.617  0.004  
20120330   2456017.65148 17.906  0.003   20.002  0.008   18.682  0.004  
20120402   2456020.60069 17.844  0.003   19.943  0.008   18.631  0.004  
20120407   2456025.62528 17.830  0.003   19.925  0.008   18.626  0.004  
20120412   2456030.70157 19.010  0.005   21.133  0.016   19.770  0.007  
20120415   2456033.61398 17.857  0.003   19.957  0.008   18.631  0.004  
20120418   2456036.62789 17.770  0.003   19.874  0.008   18.561  0.004  
20120421   2456039.55721 17.875  0.003   19.985  0.009   18.672  0.004  
20120424   2456042.66261 17.873  0.003   19.999  0.008   18.693  0.004  
20120429   2456047.63871 17.801  0.003   19.909  0.008   18.608  0.004  
20120504   2456052.60657 17.821  0.003   19.913  0.008   18.619  0.004  
20120507   2456055.57964 17.952  0.003   20.018  0.008   18.755  0.004  
20120510   2456058.55739 17.833  0.003   19.921  0.008   18.641  0.004  
